timestamp,elapsed_s,pkg_no,group_idx,Fx,Fy,Fz,Mx,My,Mz
2026-03-31T21:21:01.205,0.329334,6,0,-0.006842,-0.004123,-0.011858,-0.000365,0.000234,0.000139
2026-03-31T21:21:01.205,0.329334,7,0,0.000200,-0.000112,-0.035820,-0.000343,0.000024,-0.000003
2026-03-31T21:21:01.205,0.329334,8,0,0.000336,0.007721,-0.059668,-0.000503,0.000147,0.000137
2026-03-31T21:21:01.205,0.329334,9,0,0.000326,0.007819,-0.047760,-0.000516,-0.000076,0.000138
2026-03-31T21:21:01.205,0.329334,10,0,0.007261,-0.004223,-0.035829,-0.000345,0.000018,0.000123
2026-03-31T21:21:01.205,0.329334,11,0,0.000472,0.007566,-0.059635,-0.000503,0.000148,0.000546
2026-03-31T21:21:01.205,0.329334,12,0,-0.006662,-0.004101,-0.047750,-0.000523,-0.000070,0.000136
2026-03-31T21:21:01.205,0.329334,13,0,0.000114,-0.008129,0.011996,-0.000203,0.000104,0.000268
2026-03-31T21:21:01.205,0.329334,14,0,0.007177,-0.004314,-0.035780,-0.000155,0.000341,0.000123
2026-03-31T21:21:01.205,0.329334,15,0,0.007281,0.003813,-0.023906,-0.000353,-0.000206,0.000267
2026-03-31T21:21:01.205,0.329334,16,0,-0.006756,-0.004094,-0.035794,-0.000346,0.000030,0.000137
2026-03-31T21:21:01.205,0.329334,17,0,0.000315,0.007916,-0.035853,-0.000528,-0.000300,0.000140
2026-03-31T21:21:01.205,0.329334,18,0,0.007365,-0.012316,-0.035812,-0.000350,0.000018,0.000390
2026-03-31T21:21:01.205,0.329334,19,0,0.000378,0.007573,-0.047679,-0.000326,0.000248,0.000546
2026-03-31T21:21:01.205,0.329334,20,0,0.007176,0.011905,-0.023923,-0.000348,-0.000207,0.000001
2026-03-31T21:21:01.205,0.329334,21,0,0.000401,-0.008273,-0.071646,-0.000316,0.000044,0.000260
2026-03-31T21:21:01.205,0.329334,22,0,0.000125,-0.000239,-0.023791,-0.000350,0.000451,-0.000003
2026-03-31T21:21:01.205,0.329334,23,0,0.007135,-0.012154,-0.023889,-0.000173,0.000118,-0.000018
2026-03-31T21:21:01.205,0.329334,24,0,0.000304,-0.008205,-0.035803,-0.000348,0.000024,0.000263
2026-03-31T21:21:01.205,0.329334,25,0,0.000367,0.007671,-0.035771,-0.000338,0.000024,0.000548
2026-03-31T21:21:01.205,0.329334,26,0,0.000202,-0.000173,-0.059707,-0.000133,0.000144,-0.000006
2026-03-31T21:21:01.205,0.329334,27,0,0.014154,0.007704,-0.023883,-0.000160,0.000111,0.000127
2026-03-31T21:21:01.205,0.329334,28,0,0.007283,0.003752,-0.047793,-0.000143,-0.000086,0.000264
2026-03-31T21:21:01.205,0.329334,29,0,0.007344,-0.004133,-0.035878,-0.000535,-0.000306,0.000124
2026-03-31T21:21:01.205,0.329334,30,0,-0.006767,-0.003996,-0.023887,-0.000358,-0.000193,0.000138
2026-03-31T21:21:01.205,0.329334,31,0,-0.006734,0.003881,-0.047758,-0.000143,-0.000073,0.000278
2026-03-31T21:21:01.205,0.329334,32,0,0.000294,-0.000119,-0.047776,-0.000521,-0.000076,-0.000004
