timestamp,elapsed_s,pkg_no,group_idx,Fx,Fy,Fz,Mx,My,Mz
2026-03-31T21:28:51.296,0.321320,73,0,0.018565,-0.010479,0.919895,-0.000273,-0.000643,0.000476
2026-03-31T21:28:51.296,0.321320,74,0,0.011461,-0.006160,0.931802,-0.000658,-0.000858,-0.000058
2026-03-31T21:28:51.296,0.321320,75,0,0.011547,-0.006130,0.907866,-0.000639,-0.001061,-0.000060
2026-03-31T21:28:51.296,0.321320,76,0,0.018576,-0.018179,0.907841,-0.000646,-0.001068,-0.000075
2026-03-31T21:28:51.296,0.321320,77,0,0.004600,-0.010149,0.919872,-0.000839,-0.000951,0.000082
2026-03-31T21:28:51.296,0.321320,78,0,0.011461,-0.006160,0.931802,-0.000658,-0.000858,-0.000058
2026-03-31T21:28:51.296,0.321320,79,0,0.011452,-0.006123,0.919823,-0.000461,-0.000961,-0.000059
2026-03-31T21:28:51.296,0.321320,80,0,0.011369,-0.006214,0.919872,-0.000271,-0.000638,-0.000060
2026-03-31T21:28:51.296,0.321320,81,0,0.011421,-0.014061,0.919807,-0.000466,-0.000961,-0.000201
2026-03-31T21:28:51.296,0.321320,82,0,0.011493,0.001778,0.931818,-0.000653,-0.000858,0.000085
2026-03-31T21:28:51.296,0.321320,83,0,0.018586,0.005544,0.907938,-0.000441,-0.000744,0.000351
2026-03-31T21:28:51.296,0.321320,84,0,0.011608,-0.006412,0.919928,-0.000646,-0.000633,0.000350
2026-03-31T21:28:51.296,0.321320,85,0,0.004580,-0.010014,0.919799,-0.000654,-0.001278,0.000082
2026-03-31T21:28:51.296,0.321320,86,0,0.011380,0.001859,0.919815,-0.000081,-0.000965,0.000083
2026-03-31T21:28:51.296,0.321320,87,0,0.018417,-0.002178,0.931776,-0.000656,-0.000864,-0.000198
2026-03-31T21:28:51.296,0.321320,88,0,0.011356,-0.006055,0.955666,-0.000493,-0.000981,-0.000055
2026-03-31T21:28:51.296,0.321320,89,0,0.011472,-0.006258,0.919895,-0.000646,-0.000634,-0.000059
2026-03-31T21:28:51.296,0.321320,90,0,-0.002470,-0.006001,0.907901,-0.000639,-0.001049,-0.000047
2026-03-31T21:28:51.296,0.321320,91,0,0.004526,-0.002106,0.943751,-0.000668,-0.001075,0.000226
2026-03-31T21:28:51.296,0.321320,92,0,0.011409,0.001687,0.931867,-0.000463,-0.000534,0.000084
2026-03-31T21:28:51.296,0.321320,93,0,0.011588,-0.006278,0.919855,-0.000461,-0.000961,0.000350
2026-03-31T21:28:51.296,0.321320,94,0,0.004494,-0.010044,0.943735,-0.000673,-0.001075,0.000084
2026-03-31T21:28:51.296,0.321320,95,0,0.004400,-0.002049,0.931811,-0.000656,-0.000851,-0.000184
2026-03-31T21:28:51.296,0.321320,96,0,0.011398,0.001785,0.943774,-0.000476,-0.000758,0.000086
2026-03-31T21:28:51.296,0.321320,97,0,0.004422,-0.002062,0.943728,-0.000293,-0.001078,0.000226
2026-03-31T21:28:51.296,0.321320,98,0,0.004444,-0.002257,0.919914,-0.000268,-0.000631,0.000223
2026-03-31T21:28:51.296,0.321320,99,0,0.011429,0.009723,0.943790,-0.000471,-0.000758,0.000228
2026-03-31T21:28:51.296,0.321320,100,0,0.018522,-0.010271,0.931793,-0.000661,-0.000864,0.000069
2026-03-31T21:28:51.296,0.321320,101,0,0.018522,-0.010271,0.931793,-0.000661,-0.000864,0.000069
2026-03-31T21:28:51.296,0.321320,102,0,0.004411,-0.002147,0.919904,-0.000644,-0.000628,-0.000186
2026-03-31T21:28:51.296,0.321320,103,0,0.025574,-0.014345,0.919804,-0.000466,-0.000974,0.000195
2026-03-31T21:28:51.296,0.321320,104,0,0.004506,-0.001971,0.943679,-0.000483,-0.001402,0.000227
2026-03-31T21:28:51.296,0.321320,105,0,0.032476,-0.002455,0.943730,-0.000478,-0.000777,0.000199
2026-03-31T21:28:51.296,0.321320,106,0,0.018470,-0.002424,0.931858,-0.000466,-0.000540,0.000211
2026-03-31T21:28:51.296,0.321320,107,0,0.004326,0.005994,0.955691,-0.000486,-0.000975,-0.000040
2026-03-31T21:28:51.296,0.321320,108,0,0.011471,-0.014245,0.943775,-0.000486,-0.000757,0.000210
2026-03-31T21:28:51.296,0.321320,109,0,0.011369,-0.006214,0.919872,-0.000271,-0.000638,-0.000060
2026-03-31T21:28:51.296,0.321320,110,0,0.004507,-0.010203,0.907941,-0.000451,-0.000731,0.000079
2026-03-31T21:28:51.296,0.321320,111,0,0.004527,-0.002167,0.919864,-0.000459,-0.000955,0.000223
2026-03-31T21:28:51.296,0.321320,112,0,0.004556,-0.002338,0.931916,-0.000841,-0.000523,0.000224
2026-03-31T21:28:51.296,0.321320,113,0,0.011493,0.001778,0.931818,-0.000653,-0.000858,0.000085
2026-03-31T21:28:51.296,0.321320,114,0,0.004451,0.005755,0.931900,-0.000836,-0.000524,-0.000042
2026-03-31T21:28:51.296,0.321320,115,0,0.018409,-0.002142,0.919797,-0.000458,-0.000968,-0.000199
2026-03-31T21:28:51.296,0.321320,116,0,0.011662,-0.014321,0.895976,-0.000631,-0.000837,0.000205
2026-03-31T21:28:51.296,0.321320,117,0,0.011367,-0.006153,0.943758,-0.000481,-0.000758,-0.000057
2026-03-31T21:28:51.296,0.321320,118,0,0.004526,-0.002106,0.943751,-0.000668,-0.001075,0.000226
2026-03-31T21:28:51.296,0.321320,119,0,0.004527,-0.002167,0.919864,-0.000459,-0.000955,0.000223
2026-03-31T21:28:51.296,0.321320,120,0,0.025480,-0.006350,0.907880,-0.000448,-0.000751,-0.000074
2026-03-31T21:28:51.296,0.321320,121,0,0.011389,0.001822,0.931795,-0.000278,-0.000861,0.000084
2026-03-31T21:28:51.296,0.321320,122,0,0.011482,0.001876,0.943725,-0.000666,-0.001081,0.000086
2026-03-31T21:28:51.296,0.321320,123,0,0.011494,0.001717,0.907931,-0.000443,-0.000738,0.000082
2026-03-31T21:28:51.296,0.321320,124,0,0.011358,-0.006116,0.931779,-0.000283,-0.000861,-0.000058
2026-03-31T21:28:51.296,0.321320,125,0,0.011472,-0.006258,0.919895,-0.000646,-0.000634,-0.000059
2026-03-31T21:28:51.296,0.321320,126,0,-0.002670,-0.005889,0.943721,-0.000296,-0.001072,-0.000043
2026-03-31T21:28:51.296,0.321320,127,0,0.004317,-0.002139,0.931860,-0.000466,-0.000528,-0.000185
2026-03-31T21:28:51.296,0.321320,128,0,0.011264,0.001879,0.919855,-0.000266,-0.000638,-0.000326
2026-03-31T21:28:51.296,0.321320,129,0,-0.002692,-0.013863,0.955685,-0.000498,-0.000968,-0.000184
2026-03-31T21:28:51.296,0.321320,130,0,0.004308,-0.002103,0.919881,-0.000268,-0.000632,-0.000186
2026-03-31T21:28:51.296,0.321320,131,0,0.011587,0.001771,0.919862,-0.000831,-0.000958,0.000084
2026-03-31T21:28:51.296,0.321320,132,0,0.011485,-0.006234,0.919832,-0.000086,-0.000965,0.000350
2026-03-31T21:28:51.296,0.321320,133,0,0.011503,0.001680,0.919911,-0.000641,-0.000634,0.000083
2026-03-31T21:28:51.296,0.321320,134,0,0.018493,-0.018270,0.907890,-0.000456,-0.000744,-0.000076
2026-03-31T21:28:51.296,0.321320,135,0,0.018482,0.013637,0.907921,-0.000436,-0.000745,0.000084
2026-03-31T21:28:51.296,0.321320,136,0,0.011587,0.001771,0.919862,-0.000831,-0.000958,0.000084
2026-03-31T21:28:51.296,0.321320,137,0,0.011451,-0.006062,0.943709,-0.000671,-0.001081,-0.000056
2026-03-31T21:28:51.296,0.321320,138,0,-0.002451,-0.006135,0.907974,-0.000824,-0.000721,-0.000047
2026-03-31T21:28:51.296,0.321320,139,0,0.011472,-0.006258,0.919895,-0.000646,-0.000634,-0.000059
2026-03-31T21:28:51.296,0.321320,140,0,0.011454,-0.014172,0.919816,-0.000091,-0.000965,0.000207
