timestamp,elapsed_s,pkg_no,group_idx,Fx,Fy,Fz,Mx,My,Mz
2026-03-31T21:57:02.014,0.329547,42,0,0.014165,0.000004,-0.035937,-0.000533,-0.000313,-0.000425
2026-03-31T21:57:02.014,0.329547,43,0,0.021257,0.003831,-0.035930,-0.000530,-0.000320,-0.000156
2026-03-31T21:57:02.014,0.329547,44,0,0.014281,-0.000016,-0.035977,-0.000348,-0.000640,-0.000015
2026-03-31T21:57:02.014,0.329547,45,0,0.000212,-0.015861,-0.047881,-0.000346,-0.000404,-0.000288
2026-03-31T21:57:02.014,0.329547,46,0,0.007343,0.003916,-0.035872,-0.000906,-0.000303,-0.000142
2026-03-31T21:57:02.014,0.329547,47,0,0.007313,-0.012070,-0.035894,-0.000540,-0.000306,-0.000018
2026-03-31T21:57:02.014,0.329547,48,0,0.007346,-0.004194,-0.059765,-0.000326,-0.000186,0.000121
2026-03-31T21:57:02.014,0.329547,49,0,0.014145,-0.016081,-0.047867,-0.000155,-0.000093,-0.000302
2026-03-31T21:57:02.014,0.329547,50,0,0.014271,-0.008150,-0.059807,-0.000328,-0.000193,-0.000161
2026-03-31T21:57:02.014,0.329547,51,0,0.007178,-0.019964,-0.035933,-0.000170,-0.000310,-0.000161
2026-03-31T21:57:02.014,0.329547,52,0,0.014155,-0.007947,-0.024036,-0.000175,-0.000540,-0.000157
2026-03-31T21:57:02.014,0.329547,53,0,0.000233,-0.007825,-0.035957,-0.000353,-0.000627,-0.000145
2026-03-31T21:57:02.014,0.329547,54,0,0.014260,-0.008052,-0.047900,-0.000340,-0.000417,-0.000159
2026-03-31T21:57:02.014,0.329547,55,0,0.014260,-0.008052,-0.047900,-0.000340,-0.000417,-0.000159
2026-03-31T21:57:02.014,0.329547,56,0,0.000054,-0.007908,-0.023952,0.000015,-0.000204,-0.000144
2026-03-31T21:57:02.014,0.329547,57,0,0.007198,-0.003880,-0.024004,-0.000548,-0.000530,-0.000283
2026-03-31T21:57:02.014,0.329547,58,0,0.014039,-0.007927,-0.023996,-0.000360,-0.000213,-0.000566
2026-03-31T21:57:02.014,0.329547,59,0,0.014155,-0.007947,-0.024036,-0.000175,-0.000540,-0.000157
2026-03-31T21:57:02.014,0.329547,60,0,0.007210,-0.004039,-0.059798,-0.000326,-0.000187,-0.000288
2026-03-31T21:57:02.014,0.329547,61,0,0.014273,0.008008,-0.071837,-0.000311,-0.000621,-0.000286
2026-03-31T21:57:02.014,0.329547,62,0,0.007399,-0.012041,-0.059830,-0.000521,-0.000510,-0.000020
2026-03-31T21:57:02.014,0.329547,63,0,0.007314,-0.004083,-0.059775,-0.000701,-0.000183,-0.000287
2026-03-31T21:57:02.014,0.329547,64,0,0.021058,-0.019878,-0.012114,-0.000380,-0.000443,-0.000580
2026-03-31T21:57:02.014,0.329547,65,0,0.007200,-0.003941,-0.047891,-0.000338,-0.000411,-0.000286
2026-03-31T21:57:02.014,0.329547,66,0,0.014249,-0.016125,-0.047843,-0.000530,-0.000089,-0.000302
2026-03-31T21:57:02.014,0.329547,67,0,0.000254,-0.008020,-0.059772,-0.000328,-0.000180,-0.000148
2026-03-31T21:57:02.014,0.329547,68,0,0.014075,0.008059,-0.059904,0.000242,-0.000525,-0.000285
2026-03-31T21:57:02.014,0.329547,69,0,0.021100,-0.012038,-0.024006,-0.000363,-0.000220,-0.000439
2026-03-31T21:57:02.014,0.329547,70,0,0.014355,-0.008059,-0.059856,-0.000518,-0.000517,-0.000160
2026-03-31T21:57:02.014,0.329547,71,0,0.007105,-0.003934,-0.035934,-0.000160,-0.000311,-0.000285
2026-03-31T21:57:02.014,0.329547,72,0,0.000336,-0.007869,-0.035934,-0.000728,-0.000624,-0.000144
2026-03-31T21:57:02.014,0.329547,73,0,0.000046,-0.015474,-0.036078,-0.000173,-0.000955,-0.000696
2026-03-31T21:57:02.014,0.329547,74,0,0.007346,-0.004194,-0.059765,-0.000326,-0.000186,0.000121
2026-03-31T21:57:02.014,0.329547,75,0,0.014177,-0.008143,-0.047851,-0.000150,-0.000093,-0.000160
2026-03-31T21:57:02.014,0.329547,76,0,0.000285,-0.000083,-0.059756,-0.000323,-0.000180,-0.000005
2026-03-31T21:57:02.014,0.329547,77,0,0.000035,0.000214,-0.047905,0.000040,-0.000408,-0.000413
2026-03-31T21:57:02.014,0.329547,78,0,0.007105,-0.003934,-0.035934,-0.000160,-0.000311,-0.000285
2026-03-31T21:57:02.014,0.329547,79,0,0.007263,-0.011886,-0.059863,-0.000521,-0.000511,-0.000429
2026-03-31T21:57:02.014,0.329547,80,0,0.014252,-0.008015,-0.059879,-0.000143,-0.000520,-0.000161
2026-03-31T21:57:02.014,0.329547,81,0,0.007368,-0.019979,-0.059846,-0.000526,-0.000510,-0.000163
2026-03-31T21:57:02.014,0.329547,82,0,0.014353,-0.007998,-0.035969,-0.000728,-0.000637,-0.000157
2026-03-31T21:57:02.014,0.329547,83,0,0.000055,0.000079,-0.047832,-0.000145,-0.000081,-0.000414
2026-03-31T21:57:02.014,0.329547,84,0,0.013967,0.000055,-0.024004,0.000020,-0.000217,-0.000424
2026-03-31T21:57:02.014,0.329547,85,0,0.020995,-0.003945,-0.024022,-0.000358,-0.000220,-0.000706
2026-03-31T21:57:02.014,0.329547,86,0,0.014280,-0.008187,-0.047827,-0.000525,-0.000089,-0.000160
2026-03-31T21:57:02.014,0.329547,87,0,0.000285,-0.000083,-0.059756,-0.000323,-0.000180,-0.000005
2026-03-31T21:57:02.014,0.329547,88,0,0.013967,-0.016164,-0.035861,0.000213,0.000331,-0.000302
2026-03-31T21:57:02.014,0.329547,89,0,0.014188,-0.000070,-0.047907,0.000040,-0.000421,-0.000018
2026-03-31T21:57:02.014,0.329547,90,0,0.021269,-0.011918,-0.047991,-0.000533,-0.000747,-0.000441
2026-03-31T21:57:02.014,0.329547,91,0,0.014050,0.000145,-0.024053,-0.000170,-0.000541,-0.000424
2026-03-31T21:57:02.014,0.329547,92,0,0.014198,0.007881,-0.059808,-0.000318,-0.000194,-0.000285
2026-03-31T21:57:02.014,0.329547,93,0,0.028309,-0.000244,-0.047919,-0.000335,-0.000430,-0.000030
2026-03-31T21:57:02.014,0.329547,94,0,0.014259,-0.007991,-0.024013,-0.000550,-0.000537,-0.000156
2026-03-31T21:57:02.014,0.329547,95,0,0.000254,-0.008020,-0.059772,-0.000328,-0.000180,-0.000148
2026-03-31T21:57:02.014,0.329547,96,0,0.007217,-0.004015,-0.023931,-0.000733,-0.000203,-0.000283
2026-03-31T21:57:02.014,0.329547,97,0,0.007074,-0.011872,-0.035950,-0.000165,-0.000310,-0.000428
2026-03-31T21:57:02.014,0.329547,98,0,0.014092,0.007986,-0.035944,-0.000153,-0.000317,-0.000283
2026-03-31T21:57:02.014,0.329547,99,0,0.007200,-0.003941,-0.047891,-0.000338,-0.000411,-0.000286
2026-03-31T21:57:02.014,0.329547,100,0,0.007283,-0.003851,-0.047940,-0.000528,-0.000734,-0.000285
2026-03-31T21:57:02.014,0.329547,101,0,0.007189,-0.003843,-0.035983,-0.000350,-0.000634,-0.000284
2026-03-31T21:57:02.014,0.329547,102,0,0.007061,-0.011713,-0.000156,-0.000388,-0.000654,-0.000423
2026-03-31T21:57:02.014,0.329547,103,0,0.007219,-0.004076,-0.047818,-0.000523,-0.000083,-0.000286
2026-03-31T21:57:02.014,0.329547,104,0,0.000099,-0.007731,-0.059877,-0.000143,-0.000508,-0.000556
2026-03-31T21:57:02.014,0.329547,105,0,0.000203,-0.015824,-0.059860,-0.000148,-0.000508,-0.000290
2026-03-31T21:57:02.014,0.329547,106,0,0.021288,0.011769,-0.035914,-0.000525,-0.000320,-0.000013
2026-03-31T21:57:02.014,0.329547,107,0,0.014019,-0.007792,-0.024069,-0.000175,-0.000541,-0.000566
2026-03-31T21:57:02.014,0.329547,108,0,0.007191,-0.003904,-0.059870,-0.000140,-0.000514,-0.000287
2026-03-31T21:57:02.014,0.329547,109,0,0.014073,0.008120,-0.036017,0.000032,-0.000645,-0.000283
2026-03-31T21:57:02.014,0.329547,110,0,0.021237,0.003965,-0.036003,-0.000345,-0.000647,-0.000155
2026-03-31T21:57:02.014,0.329547,111,0,-0.006682,-0.003966,-0.047823,-0.000338,-0.000397,0.000136
2026-03-31T21:57:02.014,0.329547,112,0,0.007150,-0.011806,-0.071866,0.000052,-0.000618,-0.000431
2026-03-31T21:57:02.014,0.329547,113,0,0.014260,-0.008052,-0.047900,-0.000340,-0.000417,-0.000159
2026-03-31T21:57:02.014,0.329547,114,0,0.021311,-0.004078,-0.059882,-0.000515,-0.000523,-0.000300
2026-03-31T21:57:02.014,0.329547,115,0,0.000212,-0.015861,-0.047881,-0.000346,-0.000404,-0.000288
2026-03-31T21:57:02.014,0.329547,116,0,0.007177,-0.011916,-0.035927,-0.000540,-0.000307,-0.000427
2026-03-31T21:57:02.014,0.329547,117,0,0.014373,-0.008133,-0.035897,-0.000913,-0.000309,-0.000158
2026-03-31T21:57:02.014,0.329547,118,0,0.014112,0.007851,-0.035872,-0.000338,0.000010,-0.000283
2026-03-31T21:57:02.014,0.329547,119,0,0.007231,0.003997,-0.047875,-0.000333,-0.000411,-0.000144
2026-03-31T21:57:02.014,0.329547,120,0,0.021153,0.003875,-0.035953,-0.000155,-0.000323,-0.000156
2026-03-31T21:57:02.014,0.329547,121,0,0.007096,-0.003897,-0.047914,0.000037,-0.000414,-0.000287
2026-03-31T21:57:02.014,0.329547,122,0,0.000243,-0.007923,-0.047865,-0.000341,-0.000404,-0.000146
2026-03-31T21:57:02.014,0.329547,123,0,0.007231,0.003997,-0.047875,-0.000333,-0.000411,-0.000144
2026-03-31T21:57:02.343,0.659087,124,0,0.021353,-0.004225,-0.047893,-0.000338,-0.000423,0.000110
2026-03-31T21:57:02.343,0.659087,125,0,0.014229,-0.015990,-0.047916,-0.000345,-0.000417,-0.000302
2026-03-31T21:57:02.343,0.659087,126,0,0.000044,0.000177,-0.035925,-0.000158,-0.000304,-0.000412
2026-03-31T21:57:02.343,0.659087,127,0,0.000127,-0.015890,-0.023945,-0.000365,-0.000200,-0.000286
2026-03-31T21:57:02.343,0.659087,128,0,0.007094,-0.003836,-0.024027,-0.000173,-0.000534,-0.000284
2026-03-31T21:57:02.343,0.659087,129,0,0.014302,-0.000212,-0.059791,-0.000323,-0.000193,-0.000019
2026-03-31T21:57:02.343,0.659087,130,0,0.021217,-0.004070,-0.047926,-0.000338,-0.000423,-0.000299
2026-03-31T21:57:02.343,0.659087,131,0,0.014241,-0.024137,-0.059829,0.000037,-0.000196,-0.000037
2026-03-31T21:57:02.343,0.659087,132,0,0.007083,-0.011909,-0.023971,-0.000363,-0.000207,-0.000426
2026-03-31T21:57:02.343,0.659087,133,0,0.000294,-0.000119,-0.047776,-0.000521,-0.000076,-0.000004
2026-03-31T21:57:02.343,0.659087,134,0,0.007221,-0.004137,-0.071705,-0.000313,0.000037,-0.000289
2026-03-31T21:57:02.343,0.659087,135,0,0.014124,-0.015885,-0.024052,-0.000180,-0.000540,-0.000299
2026-03-31T21:57:02.343,0.659087,136,0,0.014209,-0.024026,-0.059839,-0.000338,-0.000193,-0.000446
2026-03-31T21:57:02.343,0.659087,137,0,0.021236,-0.004205,-0.047853,-0.000523,-0.000096,-0.000300
2026-03-31T21:57:02.343,0.659087,138,0,0.014144,-0.016020,-0.023980,-0.000365,-0.000213,-0.000300
2026-03-31T21:57:02.343,0.659087,139,0,0.014061,0.000048,-0.035960,-0.000158,-0.000317,-0.000425
2026-03-31T21:57:02.343,0.659087,140,0,-0.006870,0.004036,-0.047791,-0.000143,-0.000074,-0.000131
2026-03-31T21:57:02.343,0.659087,141,0,0.014227,-0.015929,-0.024029,-0.000555,-0.000537,-0.000299
2026-03-31T21:57:02.343,0.659087,142,0,0.007294,-0.003948,-0.059847,-0.000516,-0.000511,-0.000287
2026-03-31T21:57:02.343,0.659087,143,0,0.007471,-0.020023,-0.059823,-0.000901,-0.000506,-0.000162
2026-03-31T21:57:02.343,0.659087,144,0,0.007242,0.003899,-0.059782,-0.000321,-0.000187,-0.000145
2026-03-31T21:57:02.343,0.659087,145,0,0.007220,0.003912,-0.071699,-0.000683,0.000040,-0.000555
2026-03-31T21:57:02.343,0.659087,146,0,0.000254,-0.008020,-0.059772,-0.000328,-0.000180,-0.000148
2026-03-31T21:57:02.343,0.659087,147,0,0.014228,-0.007941,-0.047909,-0.000716,-0.000413,-0.000568
2026-03-31T21:57:02.343,0.659087,148,0,0.007200,-0.003941,-0.047891,-0.000338,-0.000411,-0.000286
2026-03-31T21:57:02.343,0.659087,149,0,0.007306,-0.012095,-0.071761,-0.000133,-0.000290,-0.000022
2026-03-31T21:57:02.343,0.659087,150,0,0.014250,-0.007954,-0.035993,-0.000353,-0.000640,-0.000158
2026-03-31T21:57:02.343,0.659087,151,0,0.014092,0.007986,-0.035944,-0.000153,-0.000317,-0.000283
2026-03-31T21:57:02.343,0.659087,152,0,0.000233,-0.007825,-0.035957,-0.000353,-0.000627,-0.000145
2026-03-31T21:57:02.343,0.659087,153,0,0.007210,-0.004039,-0.059798,-0.000326,-0.000187,-0.000288
2026-03-31T21:57:02.343,0.659087,154,0,0.007083,-0.011909,-0.023971,-0.000363,-0.000207,-0.000426
2026-03-31T21:57:02.343,0.659087,155,0,0.007083,-0.011909,-0.023971,-0.000363,-0.000207,-0.000426
2026-03-31T21:57:02.343,0.659087,156,0,0.014269,-0.008089,-0.035920,-0.000538,-0.000313,-0.000158
2026-03-31T21:57:02.343,0.659087,157,0,0.014260,-0.008052,-0.047900,-0.000340,-0.000417,-0.000159
2026-03-31T21:57:02.343,0.659087,158,0,0.021197,-0.003936,-0.047998,-0.000153,-0.000751,-0.000299
2026-03-31T21:57:02.343,0.659087,159,0,0.021100,-0.004050,-0.047886,-0.000523,-0.000096,-0.000709
2026-03-31T21:57:02.343,0.659087,160,0,0.014124,-0.015885,-0.024052,-0.000180,-0.000540,-0.000299
2026-03-31T21:57:02.343,0.659087,161,0,0.007208,-0.003978,-0.035911,-0.000535,-0.000307,-0.000285
2026-03-31T21:57:02.343,0.659087,162,0,0.014062,-0.008001,-0.035967,0.000213,-0.000320,-0.000159
2026-03-31T21:57:02.343,0.659087,163,0,0.014157,-0.008008,-0.047923,0.000035,-0.000420,-0.000160
2026-03-31T21:57:02.343,0.659087,164,0,0.000033,0.000275,-0.024018,-0.000170,-0.000528,-0.000410
2026-03-31T21:57:02.343,0.659087,165,0,0.007408,-0.012078,-0.047851,-0.000718,-0.000406,-0.000019
2026-03-31T21:57:02.343,0.659087,166,0,0.007285,-0.003912,-0.071827,-0.000318,-0.000614,-0.000288
2026-03-31T21:57:02.343,0.659087,167,0,0.000230,-0.015934,-0.023921,-0.000741,-0.000196,-0.000286
2026-03-31T21:57:02.343,0.659087,168,0,0.014218,-0.015892,-0.036008,-0.000358,-0.000640,-0.000300
2026-03-31T21:57:02.343,0.659087,169,0,0.014165,0.000004,-0.035937,-0.000533,-0.000313,-0.000425
2026-03-31T21:57:02.343,0.659087,170,0,0.000349,-0.008028,-0.071728,-0.000506,-0.000280,-0.000149
2026-03-31T21:57:02.343,0.659087,171,0,0.014058,-0.016049,-0.000044,-0.000385,-0.000009,-0.000297
2026-03-31T21:57:02.343,0.659087,172,0,0.000180,0.000022,-0.035892,-0.000158,-0.000304,-0.000003
2026-03-31T21:57:02.343,0.659087,173,0,0.014080,-0.008074,-0.012007,-0.000182,-0.000113,-0.000156
2026-03-31T21:57:02.343,0.659087,174,0,0.007114,-0.003971,-0.023955,-0.000358,-0.000207,-0.000284
2026-03-31T21:57:02.343,0.659087,175,0,0.007303,-0.003985,-0.047867,-0.000713,-0.000407,-0.000286
2026-03-31T21:57:02.343,0.659087,176,0,0.021226,-0.004107,-0.035946,-0.000535,-0.000320,-0.000298
2026-03-31T21:57:02.343,0.659087,177,0,0.021218,-0.004132,-0.071813,-0.000128,-0.000304,-0.000302
